idCliente,DtCriacao,idadeBase,COUNT(t2.idtransacao)
000dc0f6-e4f2-4a42-b8cd-b586ed1c709a,2025-11-13 12:03:56.114000,70.950129837729,2
000ff655-fa9f-4baa-a108-47f581ec52a1,2024-02-01 00:00:00.000000,722.452861319296,512
001749bd-37b5-4b1e-8111-f9fbba90f530,2024-02-01 00:00:00.000000,722.452861319296,1
0019bb9e-26d4-4ebf-8727-fc911ea28a92,2024-02-01 00:00:00.000000,722.452861319296,2
0028dda2-334f-40bb-9582-475fb6719471,2025-10-29 02:08:18.367000,86.3637640969828,0
002970bd-65c2-42bf-a17d-2bc5e95e2f0b,2025-07-16 09:36:45.831000,191.052340486087,0
0033b737-8235-4c0f-9801-dc4ca185af00,2025-02-19 12:48:24.632000,337.919250207953,548
00417bdf-844f-40bf-92e1-d663373cbbd2,2025-11-10 03:14:09.875000,74.3180349306203,0
00684343-40b5-4ce7-b2e8-71a5340973bf,2024-02-01 00:00:00.000000,722.452861319296,0
0068860b-c7eb-4312-830d-4ab9273c9b15,2025-09-29 13:28:20.255000,115.891518726479,5
007b8e64-a244-4404-8992-3b8098b33ccc,2025-06-10 16:13:43.144000,226.7766691898,0
00942a67-2ffd-4afe-a10e-3caf6e950e0f,2025-10-20 22:16:31.357000,94.5247247451916,0
0097ab76-4637-4ece-8ebc-ab6abd61d662,2024-02-01 00:00:00.000000,722.452861319296,5
00a2aa20-fd00-4c09-bab0-caf674e5cd30,2025-05-05 12:13:35.566000,262.943428448867,6
00a6d4c8-38e5-4e92-981e-4e4ac5084546,2025-02-27 12:28:58.378000,329.932745578699,224
00a8cd72-1d5e-4c6e-8816-85a4de296a28,2025-05-05 12:15:15.514000,262.942271041684,1
00ae41c3-9aba-49dd-9a07-c82e15b75e9a,2025-07-07 14:55:52.296000,199.830731689464,1
00c26486-33e8-4af9-8e0f-4ee220252ca9,2024-02-01 00:00:00.000000,722.452861319296,0
00ca8667-d69d-4814-b452-88a54164173f,2025-10-05 13:55:34.852000,109.872606689576,0
00cde3c9-db42-494c-82c1-ee638a0b08fa,2025-06-17 12:10:25.880000,219.94562752312,4
00d8af70-17fb-422e-8675-37c8c47c36fd,2025-08-25 12:01:22.721000,150.951912245248,9
00f9cc87-c956-4b27-92e2-c96c5774083e,2024-02-01 00:00:00.000000,722.452861319296,3
011dc22f-5864-4d88-964d-01a11a90e0b4,2025-11-03 12:13:42.677000,80.9433474303223,0
0122142b-464c-414a-9aad-e901f492a1a3,2025-01-10 12:01:26.743000,377.951865948737,37
012bc897-e45c-4e6a-a742-7e00fa2e59e5,2024-02-01 00:00:00.000000,722.452861319296,2
0136afea-76c9-45c0-b9db-0212595418e5,2024-02-01 00:00:00.000000,722.452861319296,4
014491f5-caa3-4122-be69-a31411ad4bd7,2024-11-25 12:29:46.067000,423.932190022897,7
0147f062-0e6c-46a9-a66d-d0bc4d651a73,2025-01-08 11:52:29.269000,379.958081226796,1
01493e20-37b4-4b18-84bd-3d1e7acf1870,2025-08-26 13:35:47.977000,149.88634511549,41
014b7774-561a-4a58-93d7-070667df90fb,2024-02-01 00:00:00.000000,722.452861319296,28
014f9fac-d88c-4e95-9f9d-9eb86c9f87db,2025-10-14 03:14:26.550000,101.317838171031,1
0150aea5-5a40-4c7b-8b2b-de741537cc93,2025-08-04 20:12:41.348000,171.610720115714,0
015e35f3-70d3-43f3-895d-cdea386118d7,2024-02-01 00:00:00.000000,722.452861319296,19
015fe52e-cc46-40c2-a496-2d228208bb2e,2024-02-01 00:00:00.000000,722.452861319296,2
016cfd4a-8dd3-4d78-9a08-b6829775f86d,2024-12-12 11:51:39.867000,406.95865993062,5
017cc9ca-7856-4253-8fa8-13cb6cfadaa1,2025-06-09 12:01:19.838000,227.951946967281,5
018e57fb-0471-4669-ba3b-f70719025748,2025-09-01 20:09:11.991000,143.613150671124,0
01cada67-8f31-475b-8b34-344d953d739a,2024-02-01 00:00:00.000000,722.452861319296,11
01ccd9fc-a0d4-4bb3-8d70-005818be596c,2025-02-19 12:41:11.583000,337.924261782318,2
01cde407-359c-44a9-9979-96e07ac43e53,2025-08-25 12:28:25.771000,150.933127522934,19
01f2e6ea-4fc4-4eb3-94aa-3f36109a9787,2024-02-01 00:00:00.000000,722.452861319296,29
01f3a765-a092-4999-be4b-98fc5404653b,2024-02-01 00:00:00.000000,722.452861319296,6
022ee093-36c6-4519-9404-b145a086b40c,2025-01-30 11:12:55.712000,357.985558078624,81
0246afca-433a-4f1c-bb74-161eccdba155,2025-09-16 19:23:48.492000,128.644666874781,0
024e6468-2bde-482a-8f9c-9ddc62d28d04,2025-06-11 12:06:13.378000,225.9485441898,23
025f30ce-4b1b-429f-b92b-5b3f7003699f,2024-02-01 00:00:00.000000,722.452861319296,1
0262b6a5-db4c-49ba-b139-86fc3cb6278f,2024-02-01 00:00:00.000000,722.452861319296,1
0269fbcd-ae33-43e9-a6b0-63d8ac4a1a49,2025-07-22 02:21:49.952000,185.354377523065,0
0272683c-cc20-4fe5-a536-d28449581d89,2025-09-20 19:56:42.795000,124.621819652617,1
0287cd05-1efe-4ad9-b235-ea17e5f8ef9c,2025-02-26 13:26:52.939000,330.892537245061,1010
029582ed-b0ec-4b76-9be8-a93f6b288619,2025-08-24 01:14:57.960000,152.400812708307,0
029e8e05-08e9-4d06-9b3d-076dcc1f3765,2025-08-31 22:06:41.750000,144.531553449109,0
02adccd0-1559-4f7d-bc92-02ec73e68773,2024-02-01 00:00:00.000000,722.452861319296,4
02b3d0fe-4404-4401-b1f6-1e4df1af1cab,2025-11-05 01:53:20.068000,79.3741576154716,1
02bfd4d9-4dd6-44e5-88b8-2cc08caf3267,2025-03-07 11:34:53.988000,321.970303448848,702
02cb6641-a115-4c53-a6ab-22b332d8e5e2,2024-02-01 00:00:00.000000,722.452861319296,3
02d8e64c-cb53-446b-955e-cbbf93c8f747,2025-02-10 13:23:55.932000,346.894585856237,1
02ebaed5-c07a-4bdd-bb7b-5334d5b25b39,2025-02-24 13:21:36.049000,332.896194652654,248
02f0f7e0-26d9-481f-863c-2e1133246599,2025-08-12 04:12:53.944000,164.277247893158,0
03010015-22ad-42f9-a57b-450477eafa3b,2025-07-31 00:01:58.494000,176.451495578513,1
030496ce-9cb6-42a9-aa5a-5389dd4a2500,2025-09-15 11:26:36.859000,129.976055763662,280
031f1b88-5440-45af-8fa9-1423a0a15145,2024-02-01 00:00:00.000000,722.452861319296,1
032a9f21-2dc3-4edd-a757-21d8ba63ce66,2024-10-30 11:38:33.050000,449.967757152859,46
032ba89d-3818-494a-b426-5c67cb18c94e,2025-12-26 17:51:57.498000,27.70845159702,0
03309cb5-124c-4687-9fc6-fa7e76a84aea,2025-03-18 11:26:14.419000,310.976310393307,23
0337e2c8-9f22-4198-9920-7d0dd03b3467,2024-02-01 00:00:00.000000,722.452861319296,1
034bc7eb-fe02-4931-8d3e-f3f93a138fdb,2024-10-31 11:59:57.371000,448.95289604133,9
0368a5c3-bc5d-45f2-b8a0-07e74ea1574f,2024-02-01 00:00:00.000000,722.452861319296,343
0373a76d-8e0b-4666-8064-fa9330fddbb2,2025-09-29 12:00:41.065000,115.952386782039,1
0375a135-e973-49a6-89f6-dfbca84dcd17,2025-02-17 11:06:04.616000,339.990315022878,94
038d7c90-b7c3-46d2-b7ea-3db6fc63d625,2024-02-01 00:00:00.000000,722.452861319296,5
038e87d1-edd0-40ef-966b-d924f7b3bdfb,2025-09-29 12:31:17.554000,115.931136782281,145
0390e2ff-dbc3-4962-a1de-6fb45cae2a13,2024-02-01 00:00:00.000000,722.452861319296,1
039371da-962c-453b-b9d9-20859d426458,2024-02-01 00:00:00.000000,722.452861319296,5
03a53a4f-86d3-483d-92c2-5c68ed9b7ea4,2025-08-25 12:26:47.033000,150.934261782095,1
03a59296-ca4e-4521-b7a1-4c6b8a604c17,2024-11-08 13:05:31.131000,440.907363634091,0
03a676ed-24fe-4f86-807e-3f804e57b82e,2024-02-01 00:00:00.000000,722.452861319296,33
03ad2c81-1094-4f41-8c1d-dd71e9537d48,2025-02-19 12:40:42.862000,337.924597430509,6
03d75a45-0b36-4fd7-a84e-7b36912f1998,2024-02-01 00:00:00.000000,722.452861319296,28
03f108c1-e828-46d6-addd-87025871bfa4,2025-02-27 11:42:52.759000,329.964759467635,1012
03f9edbb-7420-4f36-9a24-894de6aa5678,2024-11-26 12:19:06.200000,422.939597430639,356
04064119-52a4-414f-a939-e09506b8cf84,2025-09-12 12:29:13.735000,132.932571967598,0
040f3c5d-26db-479d-a871-3d5ba2cd3ad8,2025-08-25 12:24:01.072000,150.93618307868,0
04101b81-6ec5-445f-8a11-7539ecad2261,2025-08-25 12:33:24.682000,150.92966687493,5
04124257-0643-41d9-bc4a-2ed6ad3e27de,2025-02-10 11:18:51.599000,346.981437708251,7
042be482-0ccf-4715-94fd-da64286d9be3,2025-09-06 00:11:31.462000,139.444863634184,0
042fa213-0c29-487c-8600-799e09551991,2024-02-01 00:00:00.000000,722.452861319296,18
043c4972-df0d-4181-8b77-dd6c351fdebc,2024-02-01 00:00:00.000000,722.452861319296,78
044e95f2-8756-42bd-a0a3-d50708beb8da,2025-03-06 11:34:58.709000,322.970245578326,567
04612efc-dc61-4434-90a1-afc1b43767c1,2025-02-21 12:48:54.601000,335.918902985752,285
046ce80c-65e2-40bb-864b-8790592a2793,2025-08-25 12:19:27.469000,150.939354375005,2
04868bca-454e-4f72-aef5-df2f95fe1577,2024-11-19 12:36:31.737000,429.927502523176,31
048940be-2b8a-4844-b576-0044ae29649e,2024-02-01 00:00:00.000000,722.452861319296,1
048f3edb-eeec-4105-8849-0d7f21013add,2024-02-01 00:00:00.000000,722.452861319296,94
04922c03-c42f-4591-92b5-cfb33375fde4,2025-08-25 12:23:47.932000,150.93634511577,27
04a6cf69-48dd-48da-b799-f9c1d70570bb,2024-11-28 12:09:18.701000,420.946402986068,51
04b0b9a3-6749-43ac-bbc9-3f0c967f2c09,2024-02-01 00:00:00.000000,722.452861319296,5
04b34e7c-926f-45a6-a521-bfb4631f7bc6,2024-02-01 00:00:00.000000,722.452861319296,5
04c0099a-17fc-4535-88c0-36251c16b582,2024-02-01 00:00:00.000000,722.452861319296,8
04c29efc-7d2d-478d-af99-cc40df7a3c30,2024-02-01 00:00:00.000000,722.452861319296,2
04c86a84-0b8c-48ea-9e87-979b337629aa,2024-02-01 00:00:00.000000,722.452861319296,11
04e93e73-72e0-4a62-bc5a-6a5514236523,2025-11-02 18:57:09.731000,81.6631738194264,0
04ebbfc3-0ac0-45fe-84bc-f4aa07ab46aa,2024-02-01 00:00:00.000000,722.452861319296,39
0502e189-6816-4bea-8de9-72a2fbf9d4eb,2025-01-09 13:01:50.319000,378.909921504557,54
05066613-69f0-4ee1-bdb5-95b6c08b7842,2026-01-01 23:25:40.695000,21.4767039120197,0
05107866-f587-487b-9f12-8235c9b5945e,2025-06-04 13:07:57.925000,232.905673819128,2
05150214-b94e-437e-8a48-de7426c9b084,2024-02-01 00:00:00.000000,722.452861319296,4
052e957b-8569-4932-9b89-ff25f944a094,2025-01-27 12:38:40.933000,360.926009467337,72
053c1321-f73d-4b7c-ab92-bda971ff18a6,2024-02-01 00:00:00.000000,722.452861319296,110
053f094b-a813-4417-9bb6-7a3d1737b089,2024-02-01 00:00:00.000000,722.452861319296,53
056caf66-d67b-449e-8cba-0bab8aca5949,2025-03-07 12:56:42.782000,321.913486319128,1075
0586bad4-0312-40db-857a-84eb23c37c9e,2024-02-01 00:00:00.000000,722.452861319296,1
058d457f-9ffd-4426-a0f0-7aa20065a0db,2024-02-01 00:00:00.000000,722.452861319296,2
0590df61-86cf-4c20-a786-fbd3fafdbdb4,2025-12-12 09:29:10.267000,42.0576066896319,0
05922186-4042-4a0f-87eb-3b74c16fa848,2025-07-02 12:03:57.630000,204.950118263718,0
05ab13d0-9852-48e1-b203-1807f1c32351,2025-11-17 17:29:40.636000,66.7239261339419,0
05bc8281-1c44-4682-a4a0-4726e30340e4,2024-02-01 00:00:00.000000,722.452861319296,3
05c0957e-eddb-438a-bbb7-a0bcc175e3fc,2024-02-01 00:00:00.000000,722.452861319296,7
