IdCliente,freq_trans,idade_cliente
001749bd-37b5-4b1e-8111-f9fbba90f530,NULL,728.381885509472
025f30ce-4b1b-429f-b92b-5b3f7003699f,NULL,728.381885509472
0262b6a5-db4c-49ba-b139-86fc3cb6278f,NULL,728.381885509472
031f1b88-5440-45af-8fa9-1423a0a15145,NULL,728.381885509472
0337e2c8-9f22-4198-9920-7d0dd03b3467,NULL,728.381885509472
0390e2ff-dbc3-4962-a1de-6fb45cae2a13,NULL,728.381885509472
048940be-2b8a-4844-b576-0044ae29649e,NULL,728.381885509472
0586bad4-0312-40db-857a-84eb23c37c9e,NULL,728.381885509472
05f6c58c-5749-46a6-8aa7-07768c3a6f03,NULL,728.381885509472
06dfd571-9e08-490d-a632-83a2def99edf,NULL,728.381885509472
06fd8696-27eb-48ae-8506-e01033153dcf,NULL,728.381885509472
073306ac-f4b5-4cee-ab79-9c079d891ba0,NULL,728.381885509472
08fd43aa-af91-4d07-8c63-c1648af971f3,NULL,728.381885509472
09863c51-3b42-45e4-950c-7c09b8ecd0e8,NULL,728.381885509472
0986d793-ced7-4bdd-ba67-1a9ecca883a8,NULL,728.381885509472
0a36ac7c-408b-4165-a124-fb22bd243998,NULL,728.381885509472
0b3fa997-c264-439b-8169-6bb14a4c47de,NULL,728.381885509472
0c627c11-de12-420b-98d0-3d15481aa95b,NULL,728.381885509472
0ce99e88-1cd3-4f5a-b998-f1aabc46db49,NULL,728.381885509472
0d27b42b-e37a-4671-b3b3-b620df5acc49,NULL,728.381885509472
0d706b7e-3669-4cdf-9d3e-8df085c246c5,NULL,728.381885509472
0d87607b-f4ee-4098-9cfc-1045ac952b43,NULL,728.381885509472
0d93ff9d-776d-4435-a2d9-183065b08afe,NULL,728.381885509472
0e38a25b-f8bf-4be3-9f8a-1afe35c77f21,NULL,728.381885509472
1029c005-70a8-4a1d-b5f8-9efd6255c9fe,NULL,728.381885509472
1058f303-681a-4578-9566-f9170def8732,NULL,728.381885509472
109dd768-3207-4eaa-8d32-89a205244024,NULL,728.381885509472
10d063a5-4554-415f-a104-9e98bd96465c,NULL,728.381885509472
10e93ba1-2517-4b70-bff1-9fe1b333580d,NULL,728.381885509472
10f4f908-3019-427e-9e51-e3527d5c247b,NULL,728.381885509472
10ff5fd4-85a3-4f6e-a5ed-0cb97439098d,NULL,728.381885509472
11899001-492b-4312-a66e-8d4707f77ec2,NULL,728.381885509472
132c6ae8-e587-4e34-b217-ebe03474467b,NULL,728.381885509472
135b9515-6ca5-4f46-8102-ecaef3486903,NULL,728.381885509472
14ad049d-7bf7-40e7-8262-d7dfe54423ec,NULL,728.381885509472
15671712-f779-41ed-a517-dc4609f7cd8b,NULL,728.381885509472
1668888f-874c-41d7-abc3-2a1f8489102e,NULL,728.381885509472
1708996d-9c04-4503-a8c2-dbed861f3796,NULL,728.381885509472
19a2e0a5-3b85-482b-875b-733225e2df9d,NULL,728.381885509472
1a9a10a2-4bd7-4266-8a87-d11bc944ba73,NULL,728.381885509472
1ac5abba-2124-4ba5-816c-f5b69662d4d2,NULL,728.381885509472
1ba8d881-61f1-48c6-8555-675b0ee4850f,NULL,728.381885509472
1bdb291c-b613-4080-8228-996a7f2c05bf,NULL,728.381885509472
1da80c2a-fb4e-4566-9b4e-a6cbca04d12f,NULL,728.381885509472
20836d0e-2ec4-498a-9bc3-48fa125105e8,NULL,728.381885509472
219c530f-45c4-4438-92de-ccadf9981f62,NULL,728.381885509472
21b7da2e-2a55-45e7-ae1b-e445614bdcd2,NULL,728.381885509472
